
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample71        13.100     -0.12312   1.98952   1.46869   1.31868   1.41335   0.41851      1.482182   0.15548  -0.45587   0.41909   8.47930  5.39681  6.95795    20.35250  OK        CLOSE
sample710        8.960     -0.07321   1.98962   1.46853   1.31857   1.41333   0.41846      1.480067   0.15576  -0.45610   0.41881   8.47854  5.39676  6.95836    20.40240  OK        CLOSE
sample7100       9.630     -0.10735   1.98983   1.46861   1.31858   1.41321   0.41846      1.480929   0.15565  -0.45631   0.41899   8.47875  5.39655  6.95873    20.36740  OK        CLOSE
sample7101      13.600     -0.12540   1.98960   1.46861   1.31868   1.41324   0.41850      1.479785   0.15577  -0.45594   0.41942   8.47861  5.39693  6.95836    20.35010  OK        CLOSE
sample7102       9.850     -0.10554   1.98986   1.46856   1.31859   1.41322   0.41845      1.480584   0.15576  -0.45626   0.41898   8.47889  5.39671  6.95896    20.36870  OK        CLOSE
sample7103       9.750     -0.06485   1.98958   1.46860   1.31853   1.41326   0.41849      1.480872   0.15567  -0.45566   0.41903   8.47947  5.39704  6.95815    20.41020  OK        CLOSE
sample7104      12.000     -0.11824   1.98962   1.46855   1.31869   1.41322   0.41849      1.480669   0.15558  -0.45571   0.41953   8.47886  5.39717  6.95787    20.35790  OK        CLOSE
sample7105      10.500     -0.11080   1.98968   1.46868   1.31861   1.41341   0.41847      1.480710   0.15550  -0.45576   0.41902   8.47877  5.39671  6.95874    20.36390  OK        CLOSE
sample7106       8.110     -0.10252   1.98973   1.46864   1.31858   1.41326   0.41848      1.482105   0.15562  -0.45615   0.41872   8.47814  5.39667  6.95830    20.37360  OK        CLOSE
sample7107       7.780     -0.08059   1.98968   1.46853   1.31850   1.41338   0.41844      1.480246   0.15573  -0.45584   0.41876   8.47948  5.39648  6.95887    20.39320  OK        CLOSE
sample7108      16.400     -0.13643   1.98961   1.46873   1.31846   1.41341   0.41845      1.479748   0.15549  -0.45548   0.41913   8.47960  5.39648  6.95811    20.33860  OK        CLOSE
sample7109      12.400     -0.05265   1.98986   1.46857   1.31864   1.41335   0.41847      1.479274   0.15564  -0.45588   0.41933   8.47961  5.39658  6.95857    20.42150  OK        CLOSE
sample711       13.700     -0.12321   1.98982   1.46868   1.31870   1.41319   0.41850      1.481548   0.15561  -0.45564   0.41923   8.47939  5.39622  6.95906    20.35030  OK        CLOSE
sample7110      11.900     -0.06296   1.98974   1.46860   1.31846   1.41327   0.41851      1.480855   0.15556  -0.45582   0.41871   8.47818  5.39669  6.95787    20.41390  OK        CLOSE
sample7111      14.500     -0.12387   1.98962   1.46857   1.31845   1.41329   0.41845      1.480567   0.15565  -0.45579   0.41948   8.47855  5.39724  6.95892    20.35070  OK        CLOSE
sample7112      11.700     -0.05446   1.98955   1.46859   1.31871   1.41320   0.41850      1.479386   0.15562  -0.45576   0.41914   8.47888  5.39671  6.95908    20.41950  OK        CLOSE
sample7113       9.080     -0.07137   1.98973   1.46873   1.31849   1.41341   0.41844      1.479448   0.15575  -0.45582   0.41935   8.47911  5.39665  6.95835    20.40370  OK        CLOSE
sample7114      10.600     -0.06219   1.98960   1.46866   1.31854   1.41320   0.41846      1.481192   0.15555  -0.45571   0.41886   8.47929  5.39633  6.95890    20.41170  OK        CLOSE
sample7115      14.600     -0.04686   1.98966   1.46853   1.31852   1.41341   0.41846      1.481361   0.15548  -0.45560   0.41927   8.47922  5.39678  6.95786    20.42900  OK        CLOSE
sample7116       8.370     -0.07262   1.98965   1.46848   1.31857   1.41322   0.41848      1.481914   0.15575  -0.45572   0.41897   8.47922  5.39680  6.95878    20.40160  OK        CLOSE
sample7117       9.670     -0.06772   1.98982   1.46853   1.31859   1.41346   0.41851      1.481840   0.15566  -0.45616   0.41952   8.47903  5.39630  6.95900    20.40630  OK        CLOSE
sample7118       8.520     -0.07298   1.98961   1.46855   1.31867   1.41323   0.41850      1.481505   0.15567  -0.45598   0.41932   8.47963  5.39651  6.95875    20.40090  OK        CLOSE
sample7119      16.400     -0.13320   1.98977   1.46859   1.31850   1.41340   0.41847      1.481377   0.15571  -0.45628   0.41935   8.47938  5.39681  6.95848    20.34140  OK        CLOSE
sample712       11.700     -0.11696   1.98980   1.46855   1.31849   1.41325   0.41851      1.480623   0.15559  -0.45547   0.41939   8.47823  5.39696  6.95863    20.35850  OK        CLOSE
sample7120       9.750     -0.10846   1.98969   1.46865   1.31855   1.41320   0.41848      1.481323   0.15561  -0.45595   0.41952   8.47844  5.39674  6.95869    20.36670  OK        CLOSE
sample7121       8.200     -0.08101   1.98972   1.46866   1.31858   1.41336   0.41845      1.480048   0.15573  -0.45596   0.41902   8.47833  5.39668  6.95812    20.39520  OK        CLOSE
sample7122       8.240     -0.09748   1.98967   1.46850   1.31868   1.41336   0.41844      1.479749   0.15574  -0.45629   0.41880   8.47885  5.39655  6.95888    20.37690  OK        CLOSE
sample7123      14.900     -0.04972   1.98963   1.46875   1.31858   1.41331   0.41847      1.481698   0.15561  -0.45621   0.41890   8.47916  5.39622  6.95794    20.42600  OK        CLOSE
sample7124       7.340     -0.08946   1.98979   1.46856   1.31854   1.41336   0.41851      1.481156   0.15548  -0.45628   0.41941   8.47824  5.39706  6.95825    20.38660  OK        CLOSE
sample7125      12.900     -0.11892   1.98967   1.46872   1.31852   1.41320   0.41850      1.481022   0.15572  -0.45573   0.41949   8.47868  5.39710  6.95870    20.35590  OK        CLOSE
sample7126       7.840     -0.09280   1.98975   1.46865   1.31854   1.41327   0.41849      1.479739   0.15554  -0.45619   0.41891   8.47908  5.39689  6.95866    20.38170  OK        CLOSE
sample7127      15.100     -0.13136   1.98977   1.46846   1.31857   1.41325   0.41846      1.480096   0.15574  -0.45589   0.41872   8.47965  5.39636  6.95823    20.34340  OK        CLOSE
sample7128      11.700     -0.05688   1.98985   1.46862   1.31863   1.41342   0.41849      1.480194   0.15555  -0.45593   0.41918   8.47942  5.39656  6.95846    20.41770  OK        CLOSE
sample7129       7.330     -0.08859   1.98974   1.46859   1.31864   1.41344   0.41846      1.479918   0.15551  -0.45637   0.41875   8.47873  5.39692  6.95819    20.38710  OK        CLOSE
sample713       10.700     -0.06696   1.98960   1.46870   1.31862   1.41339   0.41847      1.482103   0.15574  -0.45593   0.41897   8.47907  5.39642  6.95793    20.40890  OK        CLOSE
sample7130      12.500     -0.12576   1.98956   1.46861   1.31870   1.41343   0.41843      1.479328   0.15557  -0.45568   0.41903   8.47810  5.39687  6.95790    20.35110  OK        CLOSE
sample7131       9.480     -0.06475   1.98970   1.46861   1.31867   1.41335   0.41844      1.479719   0.15558  -0.45557   0.41895   8.47941  5.39682  6.95876    20.40930  OK        CLOSE
sample7132      11.400     -0.06336   1.98964   1.46859   1.31869   1.41335   0.41846      1.480724   0.15561  -0.45565   0.41903   8.47829  5.39664  6.95818    20.41280  OK        CLOSE
sample7133      12.200     -0.06317   1.98981   1.46866   1.31858   1.41338   0.41843      1.480858   0.15573  -0.45634   0.41920   8.47846  5.39627  6.95796    20.41320  OK        CLOSE
sample7134       8.240     -0.07598   1.98960   1.46848   1.31851   1.41334   0.41844      1.480230   0.15549  -0.45626   0.41930   8.47855  5.39668  6.95906    20.39840  OK        CLOSE
sample7135      12.300     -0.05009   1.98980   1.46865   1.31863   1.41328   0.41847      1.481410   0.15569  -0.45622   0.41874   8.47889  5.39700  6.95906    20.42390  OK        CLOSE
sample7136      13.400     -0.05036   1.98956   1.46873   1.31871   1.41338   0.41844      1.481696   0.15577  -0.45635   0.41874   8.47923  5.39682  6.95809    20.42510  OK        CLOSE
sample7137      10.500     -0.11065   1.98952   1.46867   1.31862   1.41332   0.41843      1.479399   0.15574  -0.45616   0.41949   8.47962  5.39664  6.95797    20.36460  OK        CLOSE
sample7138       9.540     -0.06756   1.98991   1.46850   1.31868   1.41334   0.41845      1.480346   0.15552  -0.45567   0.41923   8.47940  5.39640  6.95879    20.40640  OK        CLOSE
sample7139       9.040     -0.07180   1.98978   1.46865   1.31856   1.41330   0.41845      1.480266   0.15565  -0.45608   0.41947   8.47917  5.39633  6.95877    20.40250  OK        CLOSE
sample714       15.100     -0.04196   1.98970   1.46848   1.31856   1.41346   0.41849      1.481363   0.15551  -0.45615   0.41918   8.47865  5.39670  6.95897    20.43240  OK        CLOSE
sample7140       8.790     -0.07498   1.98983   1.46872   1.31864   1.41325   0.41850      1.482101   0.15552  -0.45571   0.41939   8.47902  5.39658  6.95817    20.40050  OK        CLOSE
sample7141      12.600     -0.11905   1.98968   1.46848   1.31848   1.41328   0.41849      1.480121   0.15560  -0.45634   0.41872   8.47925  5.39712  6.95789    20.35670  OK        CLOSE
sample7142      10.000     -0.11123   1.98987   1.46853   1.31852   1.41346   0.41849      1.482019   0.15571  -0.45604   0.41911   8.47858  5.39641  6.95870    20.36370  OK        CLOSE
sample7143      10.300     -0.06724   1.98953   1.46869   1.31849   1.41337   0.41845      1.479660   0.15575  -0.45554   0.41887   8.47832  5.39661  6.95844    20.40840  OK        CLOSE
sample7144       7.750     -0.08308   1.98984   1.46869   1.31850   1.41335   0.41849      1.480106   0.15563  -0.45575   0.41928   8.47889  5.39690  6.95792    20.39300  OK        CLOSE
sample7145      13.400     -0.12086   1.98989   1.46846   1.31848   1.41339   0.41850      1.481036   0.15568  -0.45637   0.41909   8.47923  5.39653  6.95900    20.35290  OK        CLOSE
sample7146       8.970     -0.11036   1.98976   1.46856   1.31866   1.41337   0.41851      1.480444   0.15551  -0.45581   0.41877   8.47831  5.39658  6.95776    20.36650  OK        CLOSE
sample7147       8.890     -0.06897   1.98962   1.46859   1.31866   1.41326   0.41850      1.481552   0.15572  -0.45613   0.41893   8.47879  5.39700  6.95883    20.40560  OK        CLOSE
sample7148      15.900     -0.04195   1.98974   1.46848   1.31858   1.41335   0.41850      1.480483   0.15577  -0.45581   0.41926   8.47831  5.39715  6.95797    20.43460  OK        CLOSE
sample7149       8.250     -0.07430   1.98985   1.46864   1.31868   1.41327   0.41845      1.479636   0.15560  -0.45630   0.41948   8.47936  5.39683  6.95849    20.40030  OK        CLOSE
sample715        8.070     -0.09196   1.98989   1.46862   1.31869   1.41332   0.41845      1.479285   0.15567  -0.45570   0.41876   8.47950  5.39724  6.95828    20.38280  OK        CLOSE
sample7150      10.200     -0.10749   1.98956   1.46862   1.31849   1.41339   0.41847      1.480715   0.15575  -0.45577   0.41952   8.47892  5.39673  6.95892    20.36670  OK        CLOSE
sample7151       7.500     -0.08628   1.98958   1.46852   1.31864   1.41327   0.41851      1.479757   0.15552  -0.45634   0.41903   8.47858  5.39717  6.95894    20.38830  OK        CLOSE
sample7152      14.300     -0.04524   1.98963   1.46870   1.31871   1.41340   0.41848      1.480764   0.15551  -0.45609   0.41890   8.47920  5.39643  6.95888    20.42880  OK        CLOSE
sample7153      12.500     -0.06003   1.98960   1.46857   1.31865   1.41330   0.41844      1.480131   0.15575  -0.45626   0.41944   8.47808  5.39671  6.95793    20.41680  OK        CLOSE
sample7154      15.100     -0.12460   1.98964   1.46871   1.31852   1.41341   0.41849      1.479627   0.15557  -0.45596   0.41915   8.47943  5.39685  6.95906    20.34890  OK        CLOSE
sample7155       7.930     -0.08294   1.98952   1.46855   1.31861   1.41342   0.41848      1.480538   0.15567  -0.45565   0.41950   8.47847  5.39624  6.95901    20.39160  OK        CLOSE
sample7156      12.600     -0.05270   1.98988   1.46860   1.31856   1.41330   0.41848      1.479931   0.15573  -0.45615   0.41952   8.47916  5.39676  6.95838    20.42230  OK        CLOSE
sample7157       7.370     -0.08768   1.98983   1.46855   1.31845   1.41336   0.41849      1.480402   0.15571  -0.45635   0.41939   8.47867  5.39696  6.95857    20.38740  OK        CLOSE
sample7158      15.800     -0.04163   1.98954   1.46856   1.31858   1.41333   0.41848      1.479681   0.15547  -0.45613   0.41887   8.47884  5.39678  6.95820    20.43400  OK        CLOSE
sample7159      10.100     -0.06111   1.98971   1.46862   1.31851   1.41345   0.41847      1.480451   0.15555  -0.45548   0.41888   8.47948  5.39670  6.95895    20.41250  OK        CLOSE
sample716        8.450     -0.10446   1.98975   1.46873   1.31846   1.41342   0.41844      1.480993   0.15547  -0.45604   0.41949   8.47844  5.39629  6.95845    20.37110  OK        CLOSE
sample7160      13.600     -0.05018   1.98952   1.46866   1.31852   1.41341   0.41849      1.481308   0.15571  -0.45615   0.41940   8.47927  5.39692  6.95780    20.42570  OK        CLOSE
sample7161      11.800     -0.12111   1.98974   1.46851   1.31848   1.41345   0.41845      1.481863   0.15560  -0.45636   0.41903   8.47827  5.39669  6.95834    20.35480  OK        CLOSE
sample7162      15.400     -0.12816   1.98977   1.46859   1.31851   1.41338   0.41848      1.481008   0.15577  -0.45547   0.41935   8.47864  5.39705  6.95899    20.34620  OK        CLOSE
sample7163      17.000     -0.03813   1.98988   1.46848   1.31849   1.41320   0.41848      1.481193   0.15560  -0.45584   0.41882   8.47851  5.39653  6.95858    20.43710  OK        CLOSE
sample7164      15.000     -0.13025   1.98970   1.46853   1.31861   1.41329   0.41844      1.480025   0.15547  -0.45634   0.41879   8.47967  5.39642  6.95824    20.34450  OK        CLOSE
sample7165      10.700     -0.06700   1.98960   1.46860   1.31866   1.41331   0.41847      1.481908   0.15557  -0.45560   0.41925   8.47867  5.39670  6.95781    20.40950  OK        CLOSE
sample7166      11.000     -0.11516   1.98952   1.46868   1.31858   1.41343   0.41846      1.480358   0.15567  -0.45557   0.41931   8.47865  5.39700  6.95805    20.36090  OK        CLOSE
sample7167      15.500     -0.12918   1.98990   1.46857   1.31853   1.41321   0.41846      1.480044   0.15559  -0.45609   0.41891   8.47956  5.39671  6.95857    20.34500  OK        CLOSE
sample7168      10.500     -0.06331   1.98960   1.46867   1.31868   1.41330   0.41843      1.480136   0.15562  -0.45598   0.41943   8.47894  5.39633  6.95897    20.41080  OK        CLOSE
sample7169      15.100     -0.12777   1.98982   1.46857   1.31867   1.41337   0.41846      1.481493   0.15547  -0.45601   0.41901   8.47868  5.39684  6.95908    20.34640  OK        CLOSE
sample717       12.800     -0.05446   1.98955   1.46859   1.31859   1.41328   0.41848      1.479512   0.15563  -0.45558   0.41907   8.47929  5.39683  6.95776    20.42150  OK        CLOSE
sample7170       9.170     -0.10946   1.98982   1.46873   1.31868   1.41323   0.41847      1.481831   0.15556  -0.45619   0.41923   8.47865  5.39620  6.95828    20.36620  OK        CLOSE
sample7171      15.600     -0.04592   1.98959   1.46871   1.31858   1.41344   0.41843      1.480445   0.15562  -0.45612   0.41935   8.47811  5.39638  6.95868    20.42950  OK        CLOSE
sample7172      11.200     -0.06510   1.98957   1.46866   1.31847   1.41320   0.41849      1.481503   0.15566  -0.45577   0.41896   8.47811  5.39668  6.95811    20.41140  OK        CLOSE
sample7173      10.000     -0.06706   1.98953   1.46848   1.31860   1.41344   0.41848      1.479380   0.15552  -0.45627   0.41942   8.47876  5.39688  6.95809    20.40880  OK        CLOSE
sample7174      12.100     -0.12401   1.98967   1.46867   1.31868   1.41330   0.41849      1.479285   0.15556  -0.45584   0.41907   8.47813  5.39675  6.95804    20.35260  OK        CLOSE
sample7175      11.400     -0.05753   1.98983   1.46865   1.31850   1.41341   0.41844      1.481180   0.15556  -0.45600   0.41944   8.47849  5.39677  6.95897    20.41700  OK        CLOSE
sample7176       9.690     -0.10656   1.98979   1.46870   1.31856   1.41319   0.41850      1.480543   0.15571  -0.45549   0.41874   8.47945  5.39667  6.95810    20.36860  OK        CLOSE
sample7177      14.300     -0.12930   1.98969   1.46863   1.31870   1.41320   0.41848      1.481033   0.15548  -0.45553   0.41914   8.47872  5.39666  6.95839    20.34610  OK        CLOSE
sample7178       7.730     -0.08438   1.98964   1.46855   1.31868   1.41328   0.41847      1.480488   0.15570  -0.45621   0.41915   8.47879  5.39686  6.95783    20.39190  OK        CLOSE
sample7179       8.080     -0.09835   1.98953   1.46869   1.31846   1.41325   0.41848      1.480810   0.15551  -0.45582   0.41938   8.47834  5.39710  6.95837    20.37740  OK        CLOSE
sample718        7.990     -0.07946   1.98965   1.46866   1.31852   1.41321   0.41846      1.479886   0.15555  -0.45581   0.41928   8.47801  5.39710  6.95880    20.39590  OK        CLOSE
sample7180       7.580     -0.09107   1.98978   1.46860   1.31859   1.41321   0.41845      1.479773   0.15561  -0.45616   0.41940   8.47926  5.39624  6.95822    20.38410  OK        CLOSE
sample7181       7.660     -0.09064   1.98980   1.46870   1.31859   1.41323   0.41849      1.479213   0.15556  -0.45570   0.41910   8.47941  5.39620  6.95812    20.38450  OK        CLOSE
sample7182       9.360     -0.09872   1.98986   1.46851   1.31853   1.41341   0.41850      1.480288   0.15553  -0.45582   0.41906   8.47932  5.39716  6.95882    20.37530  OK        CLOSE
sample7183      13.300     -0.05527   1.98964   1.46855   1.31855   1.41345   0.41844      1.480153   0.15572  -0.45636   0.41903   8.47823  5.39661  6.95823    20.42090  OK        CLOSE
sample7184      11.400     -0.11967   1.98980   1.46852   1.31865   1.41341   0.41849      1.480239   0.15574  -0.45568   0.41925   8.47889  5.39647  6.95801    20.35620  OK        CLOSE
sample7185      11.500     -0.11089   1.98986   1.46864   1.31855   1.41338   0.41850      1.480857   0.15563  -0.45582   0.41879   8.47936  5.39682  6.95889    20.36300  OK        CLOSE
sample7186      10.900     -0.10659   1.98973   1.46850   1.31845   1.41328   0.41845      1.481910   0.15577  -0.45557   0.41880   8.47925  5.39700  6.95903    20.36710  OK        CLOSE
sample7187      16.100     -0.13746   1.98980   1.46848   1.31845   1.41338   0.41850      1.481019   0.15569  -0.45627   0.41931   8.47843  5.39664  6.95852    20.33800  OK        CLOSE
sample7188       7.590     -0.08161   1.98974   1.46874   1.31855   1.41324   0.41849      1.479756   0.15547  -0.45618   0.41904   8.47952  5.39699  6.95848    20.39280  OK        CLOSE
sample7189      10.600     -0.06303   1.98970   1.46848   1.31859   1.41325   0.41847      1.482100   0.15554  -0.45582   0.41875   8.47816  5.39705  6.95863    20.41250  OK        CLOSE
sample719       13.900     -0.12946   1.98984   1.46851   1.31865   1.41335   0.41850      1.481733   0.15571  -0.45627   0.41886   8.47886  5.39656  6.95810    20.34630  OK        CLOSE
sample7190      14.300     -0.13444   1.98974   1.46857   1.31856   1.41319   0.41847      1.481050   0.15574  -0.45602   0.41915   8.47801  5.39691  6.95771    20.34280  OK        CLOSE
sample7191      10.400     -0.06230   1.98952   1.46865   1.31869   1.41344   0.41850      1.481906   0.15565  -0.45587   0.41939   8.47868  5.39689  6.95862    20.41270  OK        CLOSE
sample7192      14.200     -0.04837   1.98966   1.46851   1.31863   1.41327   0.41850      1.479616   0.15552  -0.45626   0.41896   8.47952  5.39661  6.95791    20.42710  OK        CLOSE
sample7193      12.800     -0.05076   1.98953   1.46856   1.31867   1.41325   0.41849      1.480772   0.15565  -0.45633   0.41883   8.47915  5.39657  6.95893    20.42320  OK        CLOSE
sample7194      13.200     -0.12409   1.98957   1.46874   1.31857   1.41323   0.41847      1.482046   0.15570  -0.45576   0.41921   8.47880  5.39629  6.95893    20.35020  OK        CLOSE
sample7195      13.600     -0.12282   1.98991   1.46859   1.31869   1.41334   0.41848      1.480696   0.15549  -0.45584   0.41906   8.47905  5.39654  6.95893    20.35130  OK        CLOSE
sample7196       8.160     -0.09759   1.98979   1.46851   1.31860   1.41324   0.41846      1.480476   0.15551  -0.45553   0.41889   8.47850  5.39654  6.95900    20.37690  OK        CLOSE
sample7197      10.300     -0.11892   1.98959   1.46859   1.31863   1.41329   0.41849      1.479899   0.15577  -0.45565   0.41873   8.47803  5.39641  6.95788    20.35800  OK        CLOSE
sample7198      12.800     -0.05618   1.98971   1.46858   1.31863   1.41323   0.41846      1.479463   0.15561  -0.45610   0.41877   8.47902  5.39652  6.95800    20.41960  OK        CLOSE
sample7199       7.530     -0.08387   1.98984   1.46871   1.31861   1.41346   0.41843      1.480181   0.15576  -0.45616   0.41933   8.47892  5.39668  6.95883    20.39050  OK        CLOSE
sample72        10.500     -0.11687   1.98969   1.46853   1.31846   1.41337   0.41851      1.480146   0.15550  -0.45570   0.41872   8.47835  5.39633  6.95839    20.35890  OK        CLOSE
sample720       12.400     -0.12634   1.98958   1.46860   1.31866   1.41345   0.41848      1.479420   0.15570  -0.45550   0.41920   8.47807  5.39646  6.95832    20.34980  OK        CLOSE
sample7200      10.900     -0.06086   1.98978   1.46846   1.31861   1.41346   0.41844      1.481349   0.15562  -0.45624   0.41882   8.47935  5.39633  6.95884    20.41310  OK        CLOSE
sample7201      11.800     -0.11441   1.98959   1.46867   1.31858   1.41346   0.41848      1.481859   0.15564  -0.45554   0.41948   8.47962  5.39687  6.95818    20.36050  OK        CLOSE
sample7202      12.100     -0.11948   1.98983   1.46851   1.31869   1.41347   0.41850      1.482031   0.15550  -0.45607   0.41928   8.47914  5.39694  6.95776    20.35660  OK        CLOSE
sample7203      14.400     -0.12698   1.98972   1.46867   1.31849   1.41328   0.41850      1.481696   0.15578  -0.45551   0.41921   8.47844  5.39712  6.95853    20.34840  OK        CLOSE
sample7204      10.000     -0.10383   1.98965   1.46850   1.31854   1.41339   0.41848      1.481588   0.15556  -0.45622   0.41929   8.47936  5.39663  6.95908    20.36970  OK        CLOSE
sample7205       9.400     -0.10609   1.98990   1.46862   1.31852   1.41334   0.41848      1.481085   0.15565  -0.45619   0.41884   8.47932  5.39627  6.95845    20.36860  OK        CLOSE
sample7206       7.350     -0.08906   1.98954   1.46852   1.31858   1.41336   0.41847      1.481008   0.15566  -0.45557   0.41875   8.47867  5.39670  6.95818    20.38670  OK        CLOSE
sample7207       8.280     -0.10036   1.98988   1.46857   1.31851   1.41344   0.41845      1.481073   0.15567  -0.45550   0.41926   8.47860  5.39637  6.95876    20.37450  OK        CLOSE
sample7208       8.300     -0.07591   1.98959   1.46864   1.31850   1.41339   0.41845      1.479466   0.15551  -0.45600   0.41929   8.47904  5.39700  6.95808    20.39970  OK        CLOSE
sample7209       7.560     -0.09382   1.98967   1.46869   1.31856   1.41334   0.41851      1.479903   0.15572  -0.45549   0.41888   8.47897  5.39688  6.95799    20.38200  OK        CLOSE
sample721        7.860     -0.07634   1.98978   1.46874   1.31853   1.41331   0.41844      1.479975   0.15554  -0.45595   0.41879   8.47892  5.39700  6.95902    20.39770  OK        CLOSE
sample7210       9.900     -0.10661   1.98958   1.46850   1.31867   1.41336   0.41845      1.480470   0.15575  -0.45624   0.41886   8.47826  5.39719  6.95872    20.36860  OK        CLOSE
sample7211      12.300     -0.05610   1.98956   1.46867   1.31858   1.41329   0.41850      1.479289   0.15576  -0.45632   0.41914   8.47881  5.39653  6.95860    20.41880  OK        CLOSE
sample7212       8.860     -0.10753   1.98980   1.46870   1.31855   1.41321   0.41848      1.481596   0.15548  -0.45574   0.41901   8.47842  5.39666  6.95803    20.36880  OK        CLOSE
sample7213       8.510     -0.07542   1.98961   1.46873   1.31866   1.41342   0.41849      1.479851   0.15557  -0.45579   0.41949   8.47873  5.39696  6.95812    20.40040  OK        CLOSE
sample7214       9.560     -0.06485   1.98952   1.46868   1.31868   1.41334   0.41851      1.479273   0.15561  -0.45634   0.41947   8.47926  5.39697  6.95854    20.40970  OK        CLOSE
sample7215      11.000     -0.11056   1.98987   1.46869   1.31862   1.41340   0.41848      1.479769   0.15557  -0.45565   0.41880   8.47841  5.39703  6.95906    20.36390  OK        CLOSE
sample7216      12.000     -0.05958   1.98983   1.46868   1.31847   1.41343   0.41851      1.481772   0.15572  -0.45557   0.41912   8.47838  5.39637  6.95868    20.41560  OK        CLOSE
sample7217       7.980     -0.09470   1.98984   1.46857   1.31861   1.41346   0.41844      1.480104   0.15568  -0.45552   0.41873   8.47900  5.39639  6.95893    20.37940  OK        CLOSE
sample7218      13.700     -0.05157   1.98979   1.46857   1.31851   1.41335   0.41843      1.482039   0.15555  -0.45564   0.41885   8.47818  5.39705  6.95805    20.42490  OK        CLOSE
sample7219       7.970     -0.09770   1.98960   1.46846   1.31863   1.41335   0.41850      1.479372   0.15572  -0.45625   0.41903   8.47868  5.39725  6.95774    20.37890  OK        CLOSE
sample722       13.200     -0.05134   1.98988   1.46852   1.31860   1.41324   0.41850      1.481641   0.15577  -0.45618   0.41941   8.47849  5.39727  6.95798    20.42500  OK        CLOSE
sample7220      11.800     -0.05599   1.98956   1.46864   1.31852   1.41343   0.41850      1.481358   0.15547  -0.45555   0.41892   8.47871  5.39679  6.95874    20.41880  OK        CLOSE
sample7221      14.700     -0.04252   1.98955   1.46861   1.31858   1.41339   0.41845      1.480468   0.15553  -0.45560   0.41884   8.47919  5.39655  6.95892    20.43150  OK        CLOSE
sample7222       7.530     -0.08920   1.98956   1.46863   1.31849   1.41329   0.41847      1.479994   0.15571  -0.45616   0.41873   8.47902  5.39662  6.95771    20.38710  OK        CLOSE
sample7223      10.900     -0.05894   1.98980   1.46868   1.31853   1.41338   0.41846      1.481788   0.15564  -0.45604   0.41951   8.47821  5.39708  6.95901    20.41580  OK        CLOSE
sample7224      17.200     -0.04348   1.98981   1.46872   1.31852   1.41337   0.41850      1.479566   0.15576  -0.45636   0.41892   8.47820  5.39640  6.95782    20.43340  OK        CLOSE
sample7225      11.300     -0.11990   1.98967   1.46860   1.31865   1.41346   0.41848      1.481175   0.15577  -0.45624   0.41935   8.47859  5.39640  6.95821    20.35590  OK        CLOSE
sample7226      10.600     -0.11515   1.98969   1.46866   1.31848   1.41346   0.41846      1.480088   0.15547  -0.45612   0.41880   8.47827  5.39632  6.95885    20.35980  OK        CLOSE
sample7227       7.340     -0.08882   1.98955   1.46870   1.31861   1.41334   0.41849      1.481180   0.15553  -0.45625   0.41948   8.47850  5.39710  6.95809    20.38730  OK        CLOSE
sample7228      10.800     -0.05531   1.98981   1.46859   1.31859   1.41320   0.41847      1.480210   0.15578  -0.45553   0.41915   8.47931  5.39722  6.95875    20.41880  OK        CLOSE
sample7229      12.900     -0.11996   1.98962   1.46855   1.31871   1.41347   0.41851      1.481537   0.15554  -0.45621   0.41889   8.47968  5.39651  6.95843    20.35440  OK        CLOSE
sample723        9.190     -0.10134   1.98968   1.46867   1.31847   1.41338   0.41846      1.480160   0.15562  -0.45572   0.41900   8.47934  5.39673  6.95867    20.37290  OK        CLOSE
sample7230       7.940     -0.09326   1.98985   1.46856   1.31871   1.41336   0.41850      1.479847   0.15570  -0.45591   0.41908   8.47921  5.39645  6.95888    20.38080  OK        CLOSE
sample7231       7.530     -0.08495   1.98965   1.46846   1.31871   1.41341   0.41844      1.480013   0.15560  -0.45562   0.41929   8.47918  5.39706  6.95881    20.38920  OK        CLOSE
sample7232       7.940     -0.07440   1.98961   1.46848   1.31858   1.41340   0.41847      1.479122   0.15552  -0.45603   0.41900   8.47929  5.39695  6.95905    20.39920  OK        CLOSE
