
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample7237      13.700     -0.01240   0.03938   0.84879      0.000644   0.02156  -0.03964   0.01966   5.41169    28.53260  OK        CLOSE
sample7238      15.200     -0.01425   0.03938   0.84878      0.000644   0.02154  -0.03964   0.01966   5.41122    28.53320  OK        CLOSE
sample7239      13.800     -0.01324   0.03938   0.84887      0.000644   0.02155  -0.03968   0.01968   5.41159    28.53230  OK        CLOSE
sample724       12.700     -0.01863   0.03938   0.84883      0.000643   0.02155  -0.03963   0.01967   5.41138    28.52800  OK        CLOSE
sample7240      12.600     -0.02014   0.03938   0.84894      0.000644   0.02153  -0.03969   0.01965   5.41125    28.52720  OK        CLOSE
sample7241      14.500     -0.01408   0.03938   0.84893      0.000644   0.02156  -0.03964   0.01964   5.41134    28.53280  OK        CLOSE
sample7242      12.800     -0.02022   0.03938   0.84888      0.000644   0.02154  -0.03966   0.01964   5.41163    28.52510  OK        CLOSE
sample7243      13.400     -0.02347   0.03938   0.84889      0.000644   0.02154  -0.03967   0.01967   5.41147    28.52270  OK        CLOSE
sample7244      13.400     -0.02588   0.03938   0.84892      0.000644   0.02153  -0.03967   0.01965   5.41116    28.52190  OK        CLOSE
sample7245      14.300     -0.01209   0.03938   0.84880      0.000645   0.02153  -0.03966   0.01965   5.41158    28.53350  OK        CLOSE
sample7246      13.600     -0.02360   0.03938   0.84894      0.000644   0.02157  -0.03970   0.01965   5.41149    28.52240  OK        CLOSE
sample7247      12.500     -0.02213   0.03938   0.84888      0.000644   0.02153  -0.03968   0.01965   5.41119    28.52550  OK        CLOSE
sample7248      13.600     -0.02569   0.03938   0.84885      0.000644   0.02156  -0.03967   0.01964   5.41124    28.52170  OK        CLOSE
sample7249      13.100     -0.01925   0.03938   0.84889      0.000645   0.02157  -0.03964   0.01967   5.41117    28.52850  OK        CLOSE
sample725       14.400     -0.01113   0.03938   0.84891      0.000644   0.02157  -0.03967   0.01965   5.41165    28.53400  OK        CLOSE
sample7250      12.500     -0.02263   0.03938   0.84890      0.000643   0.02153  -0.03964   0.01968   5.41117    28.52510  OK        CLOSE
sample7251      12.700     -0.02376   0.03938   0.84891      0.000643   0.02155  -0.03963   0.01965   5.41124    28.52360  OK        CLOSE
sample7252      13.800     -0.01671   0.03938   0.84890      0.000644   0.02154  -0.03970   0.01968   5.41125    28.53060  OK        CLOSE
sample7253      13.000     -0.01778   0.03938   0.84879      0.000645   0.02156  -0.03970   0.01968   5.41135    28.52900  OK        CLOSE
sample7254      12.900     -0.01562   0.03938   0.84893      0.000643   0.02155  -0.03963   0.01964   5.41166    28.52950  OK        CLOSE
sample7255      12.500     -0.02145   0.03938   0.84888      0.000644   0.02157  -0.03969   0.01965   5.41134    28.52540  OK        CLOSE
sample7256      12.500     -0.02009   0.03938   0.84886      0.000645   0.02156  -0.03969   0.01967   5.41141    28.52640  OK        CLOSE
sample7257      12.700     -0.02411   0.03938   0.84885      0.000645   0.02154  -0.03969   0.01965   5.41118    28.52360  OK        CLOSE
sample7258      13.400     -0.02111   0.03938   0.84891      0.000644   0.02153  -0.03966   0.01966   5.41169    28.52390  OK        CLOSE
sample7259      12.700     -0.01967   0.03938   0.84889      0.000645   0.02154  -0.03966   0.01965   5.41160    28.52580  OK        CLOSE
sample726       14.600     -0.01488   0.03938   0.84879      0.000644   0.02153  -0.03969   0.01966   5.41125    28.53250  OK        CLOSE
sample7260      13.200     -0.01521   0.03938   0.84893      0.000644   0.02157  -0.03966   0.01968   5.41157    28.53040  OK        CLOSE
sample7261      12.800     -0.01909   0.03938   0.84894      0.000644   0.02154  -0.03965   0.01966   5.41168    28.52590  OK        CLOSE
sample7262      13.700     -0.01553   0.03938   0.84886      0.000643   0.02153  -0.03965   0.01967   5.41139    28.53110  OK        CLOSE
sample7263      13.600     -0.01322   0.03938   0.84885      0.000644   0.02156  -0.03963   0.01967   5.41163    28.53210  OK        CLOSE
sample7264      12.800     -0.01595   0.03938   0.84884      0.000644   0.02155  -0.03969   0.01964   5.41165    28.52920  OK        CLOSE
sample7265      12.600     -0.02116   0.03938   0.84887      0.000644   0.02153  -0.03965   0.01964   5.41146    28.52500  OK        CLOSE
sample7266      12.600     -0.01991   0.03938   0.84885      0.000644   0.02155  -0.03970   0.01968   5.41130    28.52720  OK        CLOSE
sample7267      12.600     -0.02005   0.03938   0.84890      0.000644   0.02153  -0.03965   0.01967   5.41157    28.52560  OK        CLOSE
sample7268      12.700     -0.01791   0.03938   0.84882      0.000644   0.02154  -0.03963   0.01967   5.41154    28.52790  OK        CLOSE
sample7269      13.400     -0.02267   0.03938   0.84893      0.000645   0.02155  -0.03964   0.01966   5.41155    28.52300  OK        CLOSE
sample727       13.100     -0.02238   0.03938   0.84887      0.000644   0.02156  -0.03965   0.01964   5.41152    28.52350  OK        CLOSE
sample7270      15.200     -0.01352   0.03938   0.84890      0.000644   0.02155  -0.03964   0.01966   5.41130    28.53360  OK        CLOSE
sample7271      13.600     -0.02320   0.03938   0.84894      0.000644   0.02156  -0.03964   0.01964   5.41153    28.52260  OK        CLOSE
sample7272      12.600     -0.01975   0.03938   0.84892      0.000644   0.02156  -0.03967   0.01965   5.41130    28.52730  OK        CLOSE
sample7273      12.700     -0.01681   0.03938   0.84882      0.000644   0.02154  -0.03964   0.01964   5.41168    28.52820  OK        CLOSE
sample7274      12.900     -0.01544   0.03938   0.84881      0.000644   0.02154  -0.03963   0.01965   5.41169    28.52960  OK        CLOSE
sample7275      13.300     -0.02221   0.03938   0.84889      0.000644   0.02154  -0.03962   0.01966   5.41158    28.52340  OK        CLOSE
sample7276      13.100     -0.01477   0.03938   0.84885      0.000643   0.02153  -0.03967   0.01967   5.41165    28.53040  OK        CLOSE
sample7277      12.500     -0.02024   0.03938   0.84879      0.000644   0.02155  -0.03964   0.01964   5.41139    28.52640  OK        CLOSE
sample7278      13.200     -0.02342   0.03938   0.84886      0.000644   0.02155  -0.03968   0.01967   5.41142    28.52300  OK        CLOSE
sample7279      13.400     -0.02534   0.03938   0.84888      0.000643   0.02155  -0.03970   0.01968   5.41123    28.52210  OK        CLOSE
sample728       12.900     -0.02332   0.03938   0.84890      0.000644   0.02155  -0.03964   0.01966   5.41135    28.52350  OK        CLOSE
sample7280      14.000     -0.01706   0.03938   0.84886      0.000644   0.02154  -0.03966   0.01966   5.41117    28.53070  OK        CLOSE
sample7281      17.000     -0.02578   0.03938   0.84890      0.000644   0.02153  -0.03963   0.01964   5.41169    28.51920  OK        CLOSE
sample7282      14.600     -0.01293   0.03938   0.84890      0.000644   0.02153  -0.03969   0.01965   5.41143    28.53350  OK        CLOSE
sample7283      13.000     -0.02044   0.03938   0.84884      0.000644   0.02156  -0.03966   0.01966   5.41168    28.52460  OK        CLOSE
sample7284      13.500     -0.02468   0.03938   0.84894      0.000644   0.02157  -0.03966   0.01964   5.41134    28.52220  OK        CLOSE
sample7285      13.700     -0.01428   0.03938   0.84886      0.000644   0.02153  -0.03964   0.01968   5.41151    28.53160  OK        CLOSE
sample7286      13.400     -0.01360   0.03938   0.84884      0.000644   0.02154  -0.03965   0.01966   5.41164    28.53160  OK        CLOSE
sample7287      16.000     -0.02558   0.03938   0.84884      0.000644   0.02152  -0.03964   0.01968   5.41161    28.51980  OK        CLOSE
sample7288      14.900     -0.01450   0.03938   0.84888      0.000644   0.02156  -0.03969   0.01966   5.41123    28.53290  OK        CLOSE
sample7289      13.200     -0.02352   0.03938   0.84885      0.000644   0.02157  -0.03968   0.01965   5.41143    28.52290  OK        CLOSE
sample729       12.900     -0.01582   0.03938   0.84882      0.000645   0.02153  -0.03968   0.01964   5.41162    28.52950  OK        CLOSE
sample7290      15.300     -0.01193   0.03938   0.84892      0.000644   0.02153  -0.03969   0.01965   5.41144    28.53440  OK        CLOSE
sample7291      16.100     -0.02586   0.03938   0.84894      0.000644   0.02156  -0.03970   0.01964   5.41159    28.51960  OK        CLOSE
sample7292      13.600     -0.01365   0.03938   0.84891      0.000644   0.02155  -0.03966   0.01964   5.41158    28.53190  OK        CLOSE
sample7293      13.100     -0.02487   0.03938   0.84885      0.000644   0.02154  -0.03966   0.01965   5.41122    28.52270  OK        CLOSE
sample7294      14.800     -0.01203   0.03938   0.84893      0.000645   0.02156  -0.03968   0.01964   5.41150    28.53400  OK        CLOSE
sample7295      14.200     -0.02583   0.03938   0.84886      0.000644   0.02155  -0.03966   0.01964   5.41136    28.52090  OK        CLOSE
sample7296      12.600     -0.02359   0.03938   0.84888      0.000644   0.02155  -0.03963   0.01965   5.41117    28.52420  OK        CLOSE
sample7297      13.000     -0.01508   0.03938   0.84894      0.000644   0.02155  -0.03966   0.01964   5.41166    28.53010  OK        CLOSE
sample7298      13.900     -0.02319   0.03938   0.84885      0.000644   0.02153  -0.03964   0.01968   5.41158    28.52240  OK        CLOSE
sample7299      12.900     -0.01660   0.03938   0.84888      0.000644   0.02154  -0.03966   0.01967   5.41150    28.52940  OK        CLOSE
sample73        13.200     -0.01534   0.03938   0.84894      0.000644   0.02154  -0.03970   0.01967   5.41154    28.53040  OK        CLOSE
sample730       17.200     -0.01207   0.03938   0.84886      0.000644   0.02156  -0.03970   0.01967   5.41121    28.53550  OK        CLOSE
sample7300      14.900     -0.01299   0.03938   0.84887      0.000643   0.02154  -0.03963   0.01965   5.41139    28.53360  OK        CLOSE
sample7301      13.300     -0.01702   0.03938   0.84881      0.000644   0.02156  -0.03966   0.01965   5.41133    28.52990  OK        CLOSE
sample7302      12.500     -0.02036   0.03938   0.84892      0.000644   0.02154  -0.03967   0.01966   5.41131    28.52670  OK        CLOSE
sample7303      16.000     -0.01118   0.03938   0.84888      0.000644   0.02154  -0.03967   0.01968   5.41143    28.53520  OK        CLOSE
sample7304      15.500     -0.01243   0.03938   0.84878      0.000643   0.02156  -0.03969   0.01965   5.41137    28.53430  OK        CLOSE
sample7305      15.500     -0.02402   0.03938   0.84891      0.000644   0.02154  -0.03967   0.01965   5.41170    28.52090  OK        CLOSE
sample7306      13.500     -0.01311   0.03938   0.84886      0.000644   0.02156  -0.03963   0.01964   5.41168    28.53190  OK        CLOSE
sample7307      15.200     -0.01249   0.03938   0.84893      0.000644   0.02155  -0.03967   0.01966   5.41140    28.53400  OK        CLOSE
sample7308      12.700     -0.02302   0.03938   0.84878      0.000644   0.02153  -0.03965   0.01964   5.41131    28.52400  OK        CLOSE
sample7309      12.500     -0.02243   0.03938   0.84882      0.000644   0.02155  -0.03969   0.01967   5.41126    28.52490  OK        CLOSE
sample731       12.600     -0.01957   0.03938   0.84878      0.000644   0.02154  -0.03966   0.01965   5.41148    28.52650  OK        CLOSE
sample7310      15.000     -0.02594   0.03938   0.84879      0.000644   0.02156  -0.03966   0.01965   5.41146    28.52030  OK        CLOSE
sample7311      13.500     -0.02329   0.03938   0.84890      0.000645   0.02152  -0.03970   0.01966   5.41151    28.52270  OK        CLOSE
sample7312      12.800     -0.01575   0.03938   0.84893      0.000643   0.02157  -0.03970   0.01964   5.41167    28.52940  OK        CLOSE
sample7313      12.500     -0.02075   0.03938   0.84880      0.000643   0.02156  -0.03965   0.01965   5.41137    28.52600  OK        CLOSE
sample7314      14.500     -0.01228   0.03938   0.84893      0.000644   0.02157  -0.03970   0.01968   5.41152    28.53360  OK        CLOSE
sample7315      14.000     -0.02460   0.03938   0.84880      0.000645   0.02152  -0.03966   0.01967   5.41146    28.52160  OK        CLOSE
sample7316      14.200     -0.01427   0.03938   0.84893      0.000644   0.02154  -0.03968   0.01965   5.41139    28.53230  OK        CLOSE
sample7317      13.900     -0.01247   0.03938   0.84889      0.000644   0.02157  -0.03968   0.01966   5.41162    28.53290  OK        CLOSE
sample7318      15.400     -0.02543   0.03938   0.84886      0.000644   0.02157  -0.03963   0.01966   5.41156    28.52020  OK        CLOSE
sample7319      13.900     -0.01307   0.03938   0.84887      0.000644   0.02154  -0.03968   0.01965   5.41157    28.53250  OK        CLOSE
sample732       12.500     -0.02144   0.03938   0.84892      0.000644   0.02154  -0.03963   0.01965   5.41128    28.52570  OK        CLOSE
sample7320      12.600     -0.02319   0.03938   0.84887      0.000644   0.02153  -0.03969   0.01964   5.41125    28.52410  OK        CLOSE
sample7321      12.600     -0.01823   0.03938   0.84892      0.000644   0.02154  -0.03968   0.01965   5.41160    28.52720  OK        CLOSE
sample7322      13.600     -0.01306   0.03938   0.84891      0.000644   0.02154  -0.03968   0.01968   5.41166    28.53210  OK        CLOSE
sample7323      12.700     -0.01893   0.03938   0.84893      0.000644   0.02153  -0.03964   0.01967   5.41134    28.52790  OK        CLOSE
sample7324      13.900     -0.02547   0.03938   0.84883      0.000644   0.02155  -0.03970   0.01966   5.41134    28.52140  OK        CLOSE
sample7325      14.800     -0.01503   0.03938   0.84884      0.000644   0.02156  -0.03969   0.01965   5.41120    28.53260  OK        CLOSE
sample7326      12.900     -0.02427   0.03938   0.84894      0.000644   0.02157  -0.03965   0.01966   5.41123    28.52320  OK        CLOSE
sample7327      17.400     -0.01162   0.03938   0.84888      0.000644   0.02156  -0.03968   0.01967   5.41124    28.53580  OK        CLOSE
sample7328      12.600     -0.02256   0.03938   0.84888      0.000644   0.02157  -0.03963   0.01965   5.41135    28.52430  OK        CLOSE
sample7329      14.600     -0.02493   0.03938   0.84892      0.000644   0.02156  -0.03967   0.01967   5.41150    28.52110  OK        CLOSE
sample733       13.600     -0.01394   0.03938   0.84884      0.000643   0.02156  -0.03967   0.01967   5.41155    28.53180  OK        CLOSE
sample7330      14.800     -0.02561   0.03938   0.84887      0.000644   0.02154  -0.03969   0.01966   5.41146    28.52060  OK        CLOSE
sample7331      12.800     -0.01658   0.03938   0.84894      0.000645   0.02157  -0.03969   0.01968   5.41155    28.52920  OK        CLOSE
sample7332      15.600     -0.02467   0.03938   0.84886      0.000645   0.02153  -0.03962   0.01965   5.41166    28.52050  OK        CLOSE
sample7333      12.900     -0.02233   0.03938   0.84894      0.000644   0.02154  -0.03965   0.01965   5.41147    28.52380  OK        CLOSE
sample7334      14.300     -0.01372   0.03938   0.84881      0.000644   0.02153  -0.03969   0.01965   5.41142    28.53270  OK        CLOSE
sample7335      13.500     -0.02255   0.03938   0.84892      0.000644   0.02154  -0.03970   0.01964   5.41158    28.52300  OK        CLOSE
sample7336      12.700     -0.01716   0.03938   0.84893      0.000645   0.02154  -0.03966   0.01966   5.41163    28.52810  OK        CLOSE
sample7337      16.100     -0.01290   0.03938   0.84893      0.000643   0.02153  -0.03966   0.01965   5.41125    28.53450  OK        CLOSE
sample7338      13.100     -0.02445   0.03938   0.84886      0.000644   0.02153  -0.03968   0.01967   5.41127    28.52280  OK        CLOSE
sample7339      13.600     -0.01653   0.03938   0.84878      0.000644   0.02157  -0.03963   0.01964   5.41130    28.53050  OK        CLOSE
sample734       12.800     -0.01769   0.03938   0.84888      0.000644   0.02153  -0.03969   0.01966   5.41142    28.52880  OK        CLOSE
sample7340      17.100     -0.01263   0.03938   0.84888      0.000644   0.02152  -0.03969   0.01966   5.41117    28.53510  OK        CLOSE
sample7341      13.900     -0.01611   0.03938   0.84887      0.000644   0.02157  -0.03970   0.01966   5.41127    28.53110  OK        CLOSE
sample7342      13.200     -0.01601   0.03938   0.84883      0.000645   0.02154  -0.03970   0.01966   5.41146    28.53020  OK        CLOSE
sample7343      15.100     -0.02367   0.03938   0.84892      0.000643   0.02155  -0.03969   0.01967   5.41169    28.52130  OK        CLOSE
sample7344      13.200     -0.02174   0.03938   0.84891      0.000644   0.02155  -0.03963   0.01968   5.41161    28.52370  OK        CLOSE
sample7345      14.000     -0.01606   0.03938   0.84885      0.000644   0.02155  -0.03963   0.01965   5.41127    28.53120  OK        CLOSE
sample7346      13.500     -0.01538   0.03938   0.84880      0.000644   0.02155  -0.03968   0.01965   5.41144    28.53100  OK        CLOSE
sample7347      12.600     -0.01969   0.03938   0.84887      0.000644   0.02153  -0.03965   0.01964   5.41140    28.52690  OK        CLOSE
sample7348      14.100     -0.02537   0.03938   0.84883      0.000644   0.02154  -0.03968   0.01968   5.41139    28.52120  OK        CLOSE
sample7349      13.400     -0.01592   0.03938   0.84883      0.000644   0.02155  -0.03963   0.01966   5.41142    28.53050  OK        CLOSE
sample735       16.300     -0.02519   0.03938   0.84880      0.000644   0.02155  -0.03965   0.01968   5.41169    28.51980  OK        CLOSE
sample7350      15.200     -0.02537   0.03938   0.84881      0.000643   0.02154  -0.03969   0.01967   5.41154    28.52040  OK        CLOSE
sample7351      14.900     -0.02381   0.03938   0.84878      0.000644   0.02153  -0.03964   0.01967   5.41165    28.52140  OK        CLOSE
sample7352      14.800     -0.01199   0.03938   0.84878      0.000644   0.02154  -0.03963   0.01968   5.41150    28.53400  OK        CLOSE
sample7353      16.200     -0.01125   0.03938   0.84893      0.000644   0.02157  -0.03966   0.01964   5.41140    28.53530  OK        CLOSE
sample7354      12.500     -0.02071   0.03938   0.84879      0.000645   0.02156  -0.03963   0.01967   5.41129    28.52640  OK        CLOSE
sample7355      15.100     -0.02596   0.03938   0.84889      0.000644   0.02155  -0.03968   0.01967   5.41148    28.52020  OK        CLOSE
sample7356      12.600     -0.01885   0.03938   0.84878      0.000644   0.02154  -0.03970   0.01967   5.41155    28.52690  OK        CLOSE
sample7357      16.400     -0.01151   0.03938   0.84882      0.000643   0.02155  -0.03965   0.01966   5.41136    28.53520  OK        CLOSE
sample7358      12.900     -0.01606   0.03938   0.84893      0.000644   0.02156  -0.03963   0.01967   5.41157    28.52950  OK        CLOSE
sample7359      12.700     -0.01807   0.03938   0.84894      0.000644   0.02154  -0.03967   0.01966   5.41141    28.52840  OK        CLOSE
sample736       13.600     -0.02543   0.03938   0.84887      0.000643   0.02154  -0.03969   0.01964   5.41127    28.52180  OK        CLOSE
sample7360      13.700     -0.01318   0.03938   0.84894      0.000643   0.02156  -0.03963   0.01965   5.41161    28.53220  OK        CLOSE
sample7361      15.800     -0.01111   0.03938   0.84887      0.000645   0.02155  -0.03968   0.01966   5.41146    28.53510  OK        CLOSE
sample7362      12.500     -0.02156   0.03938   0.84893      0.000644   0.02153  -0.03965   0.01966   5.41136    28.52520  OK        CLOSE
sample7363      14.300     -0.01161   0.03938   0.84878      0.000644   0.02156  -0.03965   0.01966   5.41164    28.53360  OK        CLOSE
sample7364      13.900     -0.01337   0.03938   0.84878      0.000644   0.02154  -0.03965   0.01965   5.41155    28.53240  OK        CLOSE
sample7365      13.300     -0.02326   0.03938   0.84883      0.000643   0.02155  -0.03965   0.01966   5.41147    28.52290  OK        CLOSE
sample7366      13.600     -0.02537   0.03938   0.84878      0.000644   0.02156  -0.03965   0.01966   5.41128    28.52180  OK        CLOSE
sample7367      15.700     -0.01258   0.03938   0.84883      0.000645   0.02156  -0.03965   0.01966   5.41133    28.53430  OK        CLOSE
sample7368      12.600     -0.02094   0.03938   0.84883      0.000644   0.02154  -0.03964   0.01964   5.41149    28.52510  OK        CLOSE
sample7369      13.000     -0.01795   0.03938   0.84878      0.000644   0.02153  -0.03966   0.01967   5.41132    28.52900  OK        CLOSE
sample737       12.600     -0.01793   0.03938   0.84878      0.000644   0.02156  -0.03965   0.01966   5.41154    28.52780  OK        CLOSE
sample7370      14.500     -0.02535   0.03938   0.84886      0.000644   0.02155  -0.03968   0.01967   5.41146    28.52090  OK        CLOSE
sample7371      15.600     -0.01401   0.03938   0.84892      0.000644   0.02154  -0.03970   0.01965   5.41120    28.53360  OK        CLOSE
sample7372      13.600     -0.01464   0.03938   0.84890      0.000643   0.02157  -0.03966   0.01967   5.41149    28.53140  OK        CLOSE
sample7373      16.400     -0.01340   0.03938   0.84889      0.000645   0.02153  -0.03965   0.01964   5.41116    28.53440  OK        CLOSE
sample7374      16.600     -0.01239   0.03938   0.84886      0.000644   0.02156  -0.03965   0.01966   5.41125    28.53500  OK        CLOSE
sample7375      14.200     -0.01426   0.03938   0.84880      0.000644   0.02154  -0.03969   0.01966   5.41140    28.53230  OK        CLOSE
sample7376      12.600     -0.01980   0.03938   0.84885      0.000644   0.02156  -0.03965   0.01965   5.41134    28.52700  OK        CLOSE
sample7377      13.200     -0.02492   0.03938   0.84881      0.000643   0.02157  -0.03967   0.01968   5.41123    28.52260  OK        CLOSE
sample7378      13.200     -0.01632   0.03938   0.84883      0.000644   0.02155  -0.03967   0.01965   5.41143    28.53010  OK        CLOSE
sample7379      12.600     -0.01791   0.03938   0.84894      0.000644   0.02153  -0.03966   0.01966   5.41160    28.52760  OK        CLOSE
sample738       14.200     -0.01418   0.03938   0.84891      0.000644   0.02153  -0.03963   0.01965   5.41141    28.53230  OK        CLOSE
sample7380      16.200     -0.02586   0.03938   0.84882      0.000644   0.02155  -0.03964   0.01966   5.41161    28.51950  OK        CLOSE
sample7381      12.500     -0.02019   0.03938   0.84887      0.000644   0.02156  -0.03967   0.01966   5.41144    28.52610  OK        CLOSE
sample7382      13.500     -0.01426   0.03938   0.84878      0.000644   0.02154  -0.03965   0.01968   5.41156    28.53140  OK        CLOSE
sample7383      15.900     -0.02457   0.03938   0.84885      0.000644   0.02156  -0.03965   0.01966   5.41169    28.52040  OK        CLOSE
sample7384      12.700     -0.01676   0.03938   0.84893      0.000643   0.02156  -0.03964   0.01967   5.41168    28.52820  OK        CLOSE
sample7385      16.000     -0.02498   0.03938   0.84884      0.000644   0.02155  -0.03964   0.01965   5.41167    28.52010  OK        CLOSE
sample7386      13.700     -0.02547   0.03938   0.84888      0.000644   0.02155  -0.03969   0.01968   5.41131    28.52160  OK        CLOSE
sample7387      13.500     -0.01510   0.03938   0.84893      0.000644   0.02154  -0.03963   0.01967   5.41148    28.53100  OK        CLOSE
sample7388      12.600     -0.01929   0.03938   0.84879      0.000644   0.02152  -0.03970   0.01964   5.41141    28.52720  OK        CLOSE
sample7389      12.500     -0.02098   0.03938   0.84885      0.000644   0.02154  -0.03968   0.01967   5.41142    28.52550  OK        CLOSE
sample739       13.600     -0.02168   0.03938   0.84883      0.000644   0.02155  -0.03967   0.01967   5.41168    28.52340  OK        CLOSE
sample7390      14.200     -0.02375   0.03938   0.84883      0.000644   0.02152  -0.03969   0.01965   5.41157    28.52190  OK        CLOSE
sample7391      14.200     -0.01612   0.03938   0.84889      0.000643   0.02154  -0.03970   0.01965   5.41122    28.53140  OK        CLOSE
sample7392      14.400     -0.01343   0.03938   0.84887      0.000645   0.02153  -0.03970   0.01968   5.41142    28.53300  OK        CLOSE
sample7393      14.100     -0.02401   0.03938   0.84883      0.000644   0.02154  -0.03968   0.01967   5.41153    28.52190  OK        CLOSE
sample7394      15.000     -0.01214   0.03938   0.84889      0.000644   0.02157  -0.03963   0.01967   5.41146    28.53410  OK        CLOSE
sample7395      17.700     -0.01132   0.03938   0.84885      0.000644   0.02154  -0.03966   0.01966   5.41124    28.53610  OK        CLOSE
sample7396      12.600     -0.01861   0.03938   0.84887      0.000644   0.02154  -0.03966   0.01968   5.41150    28.52740  OK        CLOSE
sample7397      14.800     -0.01507   0.03938   0.84887      0.000644   0.02157  -0.03964   0.01967   5.41120    28.53260  OK        CLOSE
sample7398      13.300     -0.02389   0.03938   0.84882      0.000644   0.02154  -0.03965   0.01967   5.41141    28.52260  OK        CLOSE
sample7399      12.800     -0.01658   0.03938   0.84888      0.000643   0.02156  -0.03970   0.01967   5.41162    28.52880  OK        CLOSE
sample74        15.900     -0.01159   0.03938   0.84882      0.000644   0.02155  -0.03968   0.01964   5.41141    28.53490  OK        CLOSE
sample740       12.600     -0.01980   0.03938   0.84889      0.000645   0.02155  -0.03968   0.01967   5.41134    28.52710  OK        CLOSE
sample7400      13.700     -0.02424   0.03938   0.84890      0.000645   0.02156  -0.03968   0.01968   5.41144    28.52210  OK        CLOSE
sample7401      14.400     -0.02464   0.03938   0.84884      0.000644   0.02156  -0.03963   0.01966   5.41151    28.52130  OK        CLOSE
sample7402      16.400     -0.01337   0.03938   0.84890      0.000644   0.02154  -0.03968   0.01966   5.41117    28.53440  OK        CLOSE
sample7403      14.800     -0.02386   0.03938   0.84894      0.000644   0.02156  -0.03965   0.01965   5.41163    28.52140  OK        CLOSE
sample7404      12.600     -0.01878   0.03938   0.84882      0.000645   0.02153  -0.03964   0.01964   5.41158    28.52680  OK        CLOSE
sample7405      15.600     -0.02493   0.03938   0.84889      0.000643   0.02156  -0.03970   0.01966   5.41163    28.52040  OK        CLOSE
sample7406      14.100     -0.01575   0.03938   0.84893      0.000644   0.02152  -0.03963   0.01968   5.41128    28.53140  OK        CLOSE
sample7407      13.000     -0.01486   0.03938   0.84893      0.000644   0.02154  -0.03970   0.01967   5.41167    28.53020  OK        CLOSE
sample7408      14.400     -0.01296   0.03938   0.84879      0.000644   0.02153  -0.03964   0.01965   5.41148    28.53310  OK        CLOSE
sample7409      12.600     -0.02055   0.03938   0.84881      0.000645   0.02156  -0.03963   0.01966   5.41125    28.52680  OK        CLOSE
sample741       14.100     -0.01230   0.03938   0.84881      0.000644   0.02152  -0.03964   0.01965   5.41161    28.53310  OK        CLOSE
sample7410      12.900     -0.01700   0.03938   0.84892      0.000644   0.02155  -0.03963   0.01966   5.41147    28.52920  OK        CLOSE
sample7411      12.800     -0.01658   0.03938   0.84894      0.000644   0.02156  -0.03964   0.01967   5.41167    28.52850  OK        CLOSE
sample7412      14.000     -0.01619   0.03938   0.84894      0.000644   0.02154  -0.03965   0.01966   5.41125    28.53110  OK        CLOSE
sample7413      13.600     -0.02559   0.03938   0.84886      0.000643   0.02154  -0.03966   0.01968   5.41127    28.52170  OK        CLOSE
sample7414      14.000     -0.02222   0.03938   0.84893      0.000644   0.02153  -0.03968   0.01965   5.41168    28.52280  OK        CLOSE
sample7415      12.500     -0.02052   0.03938   0.84880      0.000644   0.02153  -0.03970   0.01967   5.41139    28.52610  OK        CLOSE
sample7416      12.700     -0.01703   0.03938   0.84878      0.000644   0.02155  -0.03968   0.01966   5.41165    28.52820  OK        CLOSE
sample7417      12.600     -0.02004   0.03938   0.84893      0.000643   0.02155  -0.03967   0.01964   5.41128    28.52710  OK        CLOSE
sample7418      13.000     -0.01586   0.03938   0.84893      0.000643   0.02153  -0.03968   0.01966   5.41154    28.52990  OK        CLOSE
sample7419      14.800     -0.01300   0.03938   0.84888      0.000644   0.02154  -0.03968   0.01964   5.41139    28.53360  OK        CLOSE
sample742       14.300     -0.01605   0.03938   0.84893      0.000644   0.02156  -0.03962   0.01968   5.41121    28.53150  OK        CLOSE
sample7420      13.400     -0.01656   0.03938   0.84879      0.000644   0.02153  -0.03966   0.01968   5.41137    28.53020  OK        CLOSE
sample7421      13.900     -0.01211   0.03938   0.84891      0.000644   0.02156  -0.03966   0.01966   5.41166    28.53300  OK        CLOSE
sample7422      12.500     -0.02112   0.03938   0.84893      0.000644   0.02155  -0.03969   0.01965   5.41133    28.52580  OK        CLOSE
sample7423      12.700     -0.02223   0.03938   0.84882      0.000645   0.02155  -0.03964   0.01966   5.41141    28.52430  OK        CLOSE
